Turn,Speaker,Cue,Response,Context,MLM response,System llh,MLM llh
566,Leolani,I 'm not sure but I do know that it is a type of alcoholic beverage.,,.  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage.,e ,0.039320532232522964,0.32460516691207886
567,BLENDERBOT,,Do you have any pets?,  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage. , do  you  have  any  pets ,0.7998173594474792,0.9943204283714294
568,Leolani,Do you have any pets?,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,'s my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage.  Do you have any pets?, that  sounds  like they  told  me  about  it .  aug  at s .   ,0.30632323505623,0.4592085917081152
569,BLENDERBOT,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,I have a dog and he 's my best friend.,an leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . , i  have  a  dog  and  he  is  my  best  friend ,0.7986769676208496,0.9885402381420135
570,Leolani,I have a dog and he 's my best friend.,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,'s my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend.,i  think db  told  me  about  it  in  2022  05  03 .   ,0.7363389317805951,0.8499741921058068
571,BLENDERBOT,I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,Oh wow,enderbot have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 . ,   you ,0.0,0.7845476567745209
572,Leolani,Oh wow,,t have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow,. ,0.0,0.3624265193939209
573,BLENDERBOT,,Oh wow that 's a long time ago., have .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow ,",  wow  that  was  a  long  time  ago ",0.6010825457051396,0.8327582404017448
574,Leolani,Oh wow that 's a long time ago.,, sure but I do know that it is a type of alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.,e ,0.02287556417286396,0.2653873860836029
575,BLENDERBOT,,I wonder if it 's still around today.,sure but I do know that it is a type of alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago. ,i  wonder  if  it  is  still  around  today ,0.7105099335312843,0.852318812161684
576,Leolani,I wonder if it 's still around today.,,f alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.,e ,0.19202083349227905,0.26126164197921753
577,BLENDERBOT,,Do you have any pets?, alcoholic beverage.  Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today. , do  you  have  any  pets ,0.7973766446113586,0.9949456691741944
578,Leolani,Do you have any pets?,,Do you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?, this ,0.0,0.9536072015762329
579,BLENDERBOT,,I have a dog and he 's my best friend.,o you have any pets? This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? , i  have  a  dog  and  he  is  my  best  friend ,0.7953168423846364,0.9391838997602463
580,Leolani,I have a dog and he 's my best friend.,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,ar. blenderbot told me about it in 2022 05 03T00:00:00 .  I have a dog and he 's my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?  I have a dog and he 's my best friend.,i  have  heard  that . db  told  me  about  it  in  2022  05  03 .  i ,0.6113779558800161,0.8077318081632257
581,BLENDERBOT,I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . ,Oh wow, my best friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 . , oh  wow ,0.7531997859477997,0.7531997859477997
582,Leolani,Oh wow,,t friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow, that ,0.13740018010139465,0.41778016090393066
583,BLENDERBOT,,Oh wow that 's a long time ago., friend. I know. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow , oh  wow  that  is  a  long  time  ago ,0.7370497236261144,0.9494746997952461
584,Leolani,Oh wow that 's a long time ago.,, me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.,  ,0.4661918580532074,0.4661918580532074
585,BLENDERBOT,,I wonder if it 's still around today.,me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?  I have a dog and he 's my best friend. I have heard this before. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago. , i  wonder  if  it  is  still  around  today ,0.7465033211919945,0.9825636371970177
