Turn,Speaker,Cue,Response,Context,Overall Human Rating,Interesting,Engaging,Specific,Relevant,Correct,Semantically Appropriate,Understandable,Fluent
543,BLENDERBOT,,I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash., Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? Let me ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure ,,,,,,,,,
544,Leolani,I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.,,e ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.,,,,,,,,,
545,BLENDERBOT,,Do you have any pets?, ask you something. What types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash. ,,,,,,,,,
546,Leolani,Do you have any pets?,I did not know that! I had never heard about pet before! . ,at types of Instance like pet do Instance usually have .  I have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets?,,,,,,,,,
547,BLENDERBOT,I did not know that! I had never heard about pet before! . ,I have a dog and he 's my best friend.,have a dog and he 's my best friend. Let me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! . ,,,,,,,,,
548,Leolani,I have a dog and he 's my best friend.,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,t me ask you something. Has blenderbot ever like by a agent? .  I 'm not sure  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend.,,,,,,,,,
549,BLENDERBOT,This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,Oh wow,e  I 'm not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 . ,,,,,,,,,
550,Leolani,Oh wow,, not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow,,,,,,,,,
551,BLENDERBOT,,Oh wow that 's a long time ago.,not sure but I do know that it is a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow ,,,,,,,,,
552,Leolani,Oh wow that 's a long time ago.,,s a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.,,,,,,,,,
553,BLENDERBOT,,I wonder if it 's still around today., a type of alcoholic beverage made from fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago. ,,,,,,,,,
554,Leolani,I wonder if it 's still around today.,,m fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.,,,,,,,,,
555,BLENDERBOT,,Do you have any pets?, fermented grain mash.  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today. ,,,,,,,,,
556,Leolani,Do you have any pets?,I would like to know. What types can leolani have . ,  Do you have any pets? I did not know that! I had never heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets?,,,,,,,,,
557,BLENDERBOT,I would like to know. What types can leolani have . ,I have a dog and he 's my best friend.,ver heard about pet before! .  I have a dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have . ,,,,,,,,,
558,Leolani,I have a dog and he 's my best friend.,, dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.,,,,,,,,,
559,BLENDERBOT,,Do you have any pets?,dog and he 's my best friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. ,,,,,,,,,
560,Leolani,Do you have any pets?,I would like to know. What types can leolani have . ,friend. This sounds familiar. blenderbot told me about it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets?,,,,,,,,,
561,BLENDERBOT,I would like to know. What types can leolani have . ,I have a dog and he 's my best friend.,t it in 2022 05 03T00:00:00 .  Oh wow  Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have . ,,,,,,,,,
562,Leolani,I have a dog and he 's my best friend.,Let me ask you something. What types can blenderbot have . ,Oh wow that 's a long time ago.  I wonder if it 's still around today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.,,,,,,,,,
563,BLENDERBOT,Let me ask you something. What types can blenderbot have . ,I 'm not sure,und today.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have . ,,,,,,,,,
564,Leolani,I 'm not sure,, you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend.  Do you have any pets? I would like to know. What types can leolani have .  I have a dog and he 's my best friend. Let me ask you something. What types can blenderbot have .  I 'm not sure,,,,,,,,,
